Timestamp,Trend Flags,Status,Value (°C)
09-Jan-25 11:45:01 AM WEST,{ },{ok},21.7
09-Jan-25 12:00:01 PM WEST,{ },{ok},21.7
09-Jan-25 12:15:01 PM WEST,{ },{ok},21.8
09-Jan-25 12:30:01 PM WEST,{ },{ok},21.7
09-Jan-25 12:45:01 PM WEST,{ },{ok},21.7
09-Jan-25 1:00:01 PM WEST,{ },{ok},21.7
09-Jan-25 1:15:01 PM WEST,{ },{ok},21.9
09-Jan-25 1:30:00 PM WEST,{ },{ok},21.7
09-Jan-25 1:45:00 PM WEST,{ },{ok},21.6
09-Jan-25 2:00:00 PM WEST,{ },{ok},21.8
09-Jan-25 2:15:00 PM WEST,{ },{ok},21.8
09-Jan-25 2:30:00 PM WEST,{ },{ok},21.5
09-Jan-25 2:45:00 PM WEST,{ },{ok},19.8
09-Jan-25 3:00:01 PM WEST,{ },{ok},19.6
09-Jan-25 3:15:01 PM WEST,{ },{ok},19.5
09-Jan-25 3:30:01 PM WEST,{ },{ok},18.5
09-Jan-25 3:45:01 PM WEST,{ },{ok},18.6
09-Jan-25 4:00:00 PM WEST,{ },{ok},18.8
09-Jan-25 4:15:00 PM WEST,{ },{ok},19.0
09-Jan-25 4:30:01 PM WEST,{ },{ok},19.0
09-Jan-25 4:45:01 PM WEST,{ },{ok},19.0
09-Jan-25 5:00:00 PM WEST,{ },{ok},18.9
09-Jan-25 5:15:01 PM WEST,{ },{ok},18.7
09-Jan-25 5:30:01 PM WEST,{ },{ok},18.6
09-Jan-25 5:45:01 PM WEST,{ },{ok},18.6
09-Jan-25 6:00:01 PM WEST,{ },{ok},18.5
09-Jan-25 6:15:01 PM WEST,{ },{ok},18.5
09-Jan-25 6:30:00 PM WEST,{ },{ok},18.5
09-Jan-25 6:45:00 PM WEST,{ },{ok},18.6
09-Jan-25 7:00:01 PM WEST,{ },{ok},18.7
09-Jan-25 7:15:01 PM WEST,{ },{ok},18.8
09-Jan-25 7:30:00 PM WEST,{ },{ok},18.6
09-Jan-25 7:45:00 PM WEST,{ },{ok},18.4
09-Jan-25 8:00:02 PM WEST,{ },{ok},18.3
09-Jan-25 8:15:01 PM WEST,{ },{ok},18.4
09-Jan-25 8:30:01 PM WEST,{ },{ok},20.7
09-Jan-25 8:45:01 PM WEST,{ },{ok},21.5
09-Jan-25 9:00:01 PM WEST,{ },{ok},21.9
09-Jan-25 9:15:00 PM WEST,{ },{ok},21.8
09-Jan-25 9:30:00 PM WEST,{ },{ok},21.5
09-Jan-25 9:45:03 PM WEST,{ },{ok},21.5
09-Jan-25 10:00:01 PM WEST,{ },{ok},21.5
09-Jan-25 10:15:00 PM WEST,{ },{ok},21.8
09-Jan-25 10:30:00 PM WEST,{ },{ok},22.1
09-Jan-25 10:45:00 PM WEST,{ },{ok},21.9
09-Jan-25 11:00:00 PM WEST,{ },{ok},21.7
09-Jan-25 11:15:00 PM WEST,{ },{ok},22.0
09-Jan-25 11:30:00 PM WEST,{ },{ok},22.0
09-Jan-25 11:45:04 PM WEST,{ },{ok},21.7
10-Jan-25 12:00:00 AM WEST,{ },{ok},21.9
10-Jan-25 12:15:01 AM WEST,{ },{ok},21.6
10-Jan-25 12:30:01 AM WEST,{ },{ok},21.5
10-Jan-25 12:45:02 AM WEST,{ },{ok},21.4
10-Jan-25 1:00:01 AM WEST,{ },{ok},21.4
10-Jan-25 1:15:00 AM WEST,{ },{ok},21.6
10-Jan-25 1:30:03 AM WEST,{ },{ok},20.5
10-Jan-25 1:45:02 AM WEST,{ },{ok},19.5
10-Jan-25 2:00:01 AM WEST,{ },{ok},19.2
10-Jan-25 2:15:01 AM WEST,{ },{ok},18.6
10-Jan-25 2:30:01 AM WEST,{ },{ok},18.6
10-Jan-25 2:45:02 AM WEST,{ },{ok},18.4
10-Jan-25 3:00:00 AM WEST,{ },{ok},18.2
10-Jan-25 3:15:01 AM WEST,{ },{ok},18.5
10-Jan-25 3:30:01 AM WEST,{ },{ok},18.6
10-Jan-25 3:45:01 AM WEST,{ },{ok},18.2
10-Jan-25 4:00:02 AM WEST,{ },{ok},18.4
10-Jan-25 4:15:01 AM WEST,{ },{ok},18.5
10-Jan-25 4:30:00 AM WEST,{ },{ok},18.2
10-Jan-25 4:45:02 AM WEST,{ },{ok},18.4
10-Jan-25 5:00:02 AM WEST,{ },{ok},18.4
10-Jan-25 5:15:02 AM WEST,{ },{ok},18.2
10-Jan-25 5:30:02 AM WEST,{ },{ok},18.5
10-Jan-25 5:45:01 AM WEST,{ },{ok},18.4
10-Jan-25 6:00:00 AM WEST,{ },{ok},18.1
10-Jan-25 6:15:00 AM WEST,{ },{ok},18.5
10-Jan-25 6:30:00 AM WEST,{ },{ok},18.3
10-Jan-25 6:45:00 AM WEST,{ },{ok},18.1
10-Jan-25 7:00:00 AM WEST,{ },{ok},18.5
10-Jan-25 7:15:00 AM WEST,{ },{ok},18.2
10-Jan-25 7:30:00 AM WEST,{ },{ok},19.5
10-Jan-25 7:45:03 AM WEST,{ },{ok},21.2
10-Jan-25 8:00:01 AM WEST,{ },{ok},21.7
10-Jan-25 8:15:01 AM WEST,{ },{ok},21.4
10-Jan-25 8:30:01 AM WEST,{ },{ok},22.0
10-Jan-25 8:45:00 AM WEST,{ },{ok},21.8
10-Jan-25 9:00:01 AM WEST,{ },{ok},21.6
10-Jan-25 9:15:03 AM WEST,{ },{ok},21.6
10-Jan-25 9:30:02 AM WEST,{ },{ok},21.9
10-Jan-25 9:45:01 AM WEST,{ },{ok},21.8
10-Jan-25 10:00:00 AM WEST,{ },{ok},21.8
10-Jan-25 10:15:01 AM WEST,{ },{ok},21.7
10-Jan-25 10:30:00 AM WEST,{ },{ok},21.9
10-Jan-25 10:45:02 AM WEST,{ },{ok},21.8
10-Jan-25 11:00:01 AM WEST,{ },{ok},21.6
10-Jan-25 11:15:01 AM WEST,{ },{ok},21.6
10-Jan-25 11:30:00 AM WEST,{ },{ok},21.6
10-Jan-25 11:45:01 AM WEST,{ },{ok},21.7
10-Jan-25 12:00:01 PM WEST,{ },{ok},21.7
10-Jan-25 12:15:01 PM WEST,{ },{ok},21.5
10-Jan-25 12:30:01 PM WEST,{ },{ok},21.8
10-Jan-25 12:45:00 PM WEST,{ },{ok},21.8
10-Jan-25 1:00:01 PM WEST,{ },{ok},21.8
10-Jan-25 1:15:00 PM WEST,{ },{ok},21.6
10-Jan-25 1:30:00 PM WEST,{ },{ok},21.7
10-Jan-25 1:45:00 PM WEST,{ },{ok},21.7
10-Jan-25 2:00:01 PM WEST,{ },{ok},21.9
10-Jan-25 2:15:01 PM WEST,{ },{ok},21.7
10-Jan-25 2:30:00 PM WEST,{ },{ok},21.6
10-Jan-25 2:45:00 PM WEST,{ },{ok},18.8
10-Jan-25 3:00:01 PM WEST,{ },{ok},18.4
10-Jan-25 3:15:00 PM WEST,{ },{ok},18.6
10-Jan-25 3:30:00 PM WEST,{ },{ok},19.0
10-Jan-25 3:45:02 PM WEST,{ },{ok},19.5
10-Jan-25 4:00:00 PM WEST,{ },{ok},19.0
10-Jan-25 4:15:01 PM WEST,{ },{ok},19.0
10-Jan-25 4:30:02 PM WEST,{ },{ok},18.9
10-Jan-25 4:45:01 PM WEST,{ },{ok},18.8
10-Jan-25 5:00:02 PM WEST,{ },{ok},18.7
10-Jan-25 5:15:01 PM WEST,{ },{ok},18.6
10-Jan-25 5:30:01 PM WEST,{ },{ok},18.5
10-Jan-25 5:45:01 PM WEST,{ },{ok},18.5
10-Jan-25 6:00:01 PM WEST,{ },{ok},18.4
10-Jan-25 6:15:01 PM WEST,{ },{ok},18.4
10-Jan-25 6:30:00 PM WEST,{ },{ok},18.4
10-Jan-25 6:45:01 PM WEST,{ },{ok},18.4
10-Jan-25 7:00:01 PM WEST,{ },{ok},18.4
10-Jan-25 7:15:01 PM WEST,{ },{ok},18.4
10-Jan-25 7:30:00 PM WEST,{ },{ok},18.5
10-Jan-25 7:45:00 PM WEST,{ },{ok},18.7
10-Jan-25 8:00:01 PM WEST,{ },{ok},18.8
10-Jan-25 8:15:00 PM WEST,{ },{ok},18.7
10-Jan-25 8:30:00 PM WEST,{ },{ok},20.4
10-Jan-25 8:45:00 PM WEST,{ },{ok},21.4
10-Jan-25 9:00:00 PM WEST,{ },{ok},22.0
10-Jan-25 9:15:00 PM WEST,{ },{ok},22.1
10-Jan-25 9:30:00 PM WEST,{ },{ok},21.6
10-Jan-25 9:45:01 PM WEST,{ },{ok},21.4
10-Jan-25 10:00:00 PM WEST,{ },{ok},22.2
10-Jan-25 10:15:00 PM WEST,{ },{ok},22.0
10-Jan-25 10:30:00 PM WEST,{ },{ok},22.1
10-Jan-25 10:45:00 PM WEST,{ },{ok},21.9
10-Jan-25 11:00:00 PM WEST,{ },{ok},21.6
10-Jan-25 11:15:00 PM WEST,{ },{ok},21.6
10-Jan-25 11:30:00 PM WEST,{ },{ok},21.7
10-Jan-25 11:45:01 PM WEST,{ },{ok},21.7
11-Jan-25 12:00:00 AM WEST,{ },{ok},21.6
11-Jan-25 12:15:00 AM WEST,{ },{ok},21.5
11-Jan-25 12:30:00 AM WEST,{ },{ok},21.4
11-Jan-25 12:45:01 AM WEST,{ },{ok},21.6
11-Jan-25 1:00:00 AM WEST,{ },{ok},21.6
11-Jan-25 1:15:00 AM WEST,{ },{ok},21.6
11-Jan-25 1:30:01 AM WEST,{ },{ok},20.5
11-Jan-25 1:45:00 AM WEST,{ },{ok},19.3
11-Jan-25 2:00:00 AM WEST,{ },{ok},18.7
11-Jan-25 2:15:01 AM WEST,{ },{ok},19.2
11-Jan-25 2:30:01 AM WEST,{ },{ok},19.2
11-Jan-25 2:45:00 AM WEST,{ },{ok},18.4
11-Jan-25 3:00:01 AM WEST,{ },{ok},18.4
11-Jan-25 3:15:01 AM WEST,{ },{ok},18.7
11-Jan-25 3:30:01 AM WEST,{ },{ok},18.6
11-Jan-25 3:45:00 AM WEST,{ },{ok},18.3
11-Jan-25 4:00:00 AM WEST,{ },{ok},18.3
